Arts/Sports/Entertainment,4.4
Consulting,2.7
Education,1.9
Entrepreneurship,3.7
Finance,9.4
Government/Politics,4.2
Graduate School,24.6
Health,6.3
Media/Publishing,1.8
Nonprofit/Public Service,2.7
Professional School (MBA&#44; JD&#44; MD&#44; etc.),22.6
Technology/Engineering,8.9
Business -- Other,4.7
Other sector,2.1
