less than $40K (w/ one or more parents who went to Harvard College),0
$40K-80K (w/ one or more parents who went to Harvard College),3.9
$80K-125K (w/ one or more parents who went to Harvard College),7.4
$125K-250K (w/ one or more parents who went to Harvard College),16.7
$250K-500K (w/ one or more parents who went to Harvard College),23.6
more than $500K (w/ one or more parents who went to Harvard College),37.3
