Arts/Sports/Entertainment,5.9
Consulting,0.8
Education,3.7
Entrepreneurship,7
Finance,6.3
Government/Politics,16.9
Graduate School,1.8
Health,18.7
Media/Publishing,3
Nonprofit/Public Service,5.8
Professional School (MBA&#44; JD&#44; MD&#44; etc.),7.2
Technology/Engineering,10.5
Business -- Other,7.7
Other sector,3.8
