Arts/Sports/Entertainment,7.9
Consulting,2.1
Education,2.3
Entrepreneurship,10.5
Finance,8.7
Government/Politics,10.0
Graduate School,1.5
Health,17.2
Media/Publishing,3.3
Nonprofit/Public Service,6.7
Professional School (MBA&#44; JD&#44; MD&#44; etc.),5.1
Technology/Engineering,9.8
Business -- Other,10.0
Other sector,4.9
