Academic Quiz Bowl/Decathlon,17.0
Athletics,59.5
Community Service,70.8
Cultural Clubs,15.1
Debate,22.3
Drama/Performing Arts (non-musical),21.1
Journalism,23.9
Language Clubs,22.8
Math Clubs/Competitions,33.5
Mock Trial,7.2
Model UN,15.2
Music Clubs/Bands,36.0
Political Clubs,13.0
Religious Clubs,10.5
Science Clubs/Competitions,34.6
Student Government,38.3
Visual Art,13.6
Other academic clubs (not sci/math),28.45
