Academic Quiz Bowl/Decathlon,20
Athletics,71
Community Service,85
Cultural Clubs,22
Debate,26
Drama/Performing Arts (non-musical),23
Journalism,27
Language Clubs,26
Math Clubs/Competitions,34
Mock Trial,9
Model UN,16
Music Clubs/Bands, 39
Political Clubs,15
Religious Clubs,11
Science Clubs/Competitions,35
Student Government,37
Visual Art,11
Other academic clubs (not sci/math),25
