Greater than 2 hours,3
Between 1.5 hours and 2 hours,4.3
Between 1 hour and 1.5 hours,7.1
Between 46 minutes and 1 hour,9.4
Between 31 and 45 minutes,12.5
Between 16 and 30 minutes,19.2
Between 0 and 15 minutes,31.4
I don't have a Snapchat account,13.1
