2,2
35,30
1,1
1,1
16,6
14,11
4,1
4,2
23,21
7,6
1,1
1,1
3,3
1,1
7,5
13,12
8,4
10,6
2,2
15,13
8,8
8,5
12,4
7,5
11,8
2,2
5,3
14,10
16,9
10,7
2,2
2,2
14,8
6,6
2,2
2,2
10,5
10,5
8,5
1,1
1,1
17,11
5,3
1,1
12,7
1,1
3,3
4,3
26,17
4,4
11,7
20,10
1,1
20,12
7,6
1,1
9,7
9,5
1,1
1,1
13,11
1,1
6,3
9,9
11,11
1,1
6,6
1,1
11,9
12,8
2,2
7,4
14,9
1,1
19,13
1,1
13,8
1,1
7,7
11,10
11,9
18,12
2,2
13,7
4,3
2,2
8,6
21,3
1,1
13,9
1,1
3,3
1,1
3,2
11,8
8,8
12,11
6,6
2,1
8,4
1,1
4,4
14,10
1,1
11,4
6,1
2,2
1,1
12,9
10,5
1,1
4,1
4,4
5,3
7,3
9,4
3,2
4,3
1,1
1,1
8,3
3,2
16,10
11,8
10,5
1,1
9,4
3,2
16,12
3,3
11,10
9,8
15,1
13,8
2,2
1,1
19,14
1,1
1,1
5,2
14,8
4,4
19,9
12,7
7,4
7,5
6,4
13,6
8,6
4,3
1,1
1,1
7,4
18,14
9,7
2,2
2,2
17,10
7,7
1,1
10,7
19,6
4,4
11,11
8,8
1,1
6,6
9,6
4,4
8,4
1,1
1,1
10,4
1,1
12,9
1,1
12,10
8,4
1,1
3,3
1,1
13,9
2,2
9,9
1,1
7,5
1,1
1,1
1,1
15,4
9,6
2,1
8,5
5,5
8,7
1,1
4,4
1,1
2,2
10,8
1,1
12,9
2,2
1,1
1,1
5,4
10,7
5,4
2,1
4,2
1,1
2,2
5,3
1,1
4,3
3,2
1,1
3,2
4,1
13,9
1,1
10,5
9,6
3,3
10,7
3,3
7,6
5,3
3,3
1,1
13,8
12,1
13,9
4,4
3,3
5,2
1,1
7,4
1,1
8,2
12,9
2,2
11,10
17,10
5,5
1,1
5,2
1,1
8,5
1,1
3,3
6,6
7,5
15,6
8,4
2,2
4,1
1,1
11,7
10,8
10,9
1,1
1,1
6,2
8,5
4,4
3,2
7,4
14,8
1,1
10,5
1,1
12,12
5,5
1,1
1,1
1,1
6,5
2,2
14,7
9,6
1,1
4,2
12,2
3,3
8,7
15,15
2,2
9,6
10,5
18,4
7,6
7,5
7,5
2,2
2,2
8,5
6,6
12,6
3,2
10,7
2,2
9,9
19,13
9,7
3,3
6,4
7,3
11,5
12,9
1,1
2,2
1,1
1,1
1,1
12,7
6,4
8,5
12,11
4,1
1,1
2,2
1,1
2,2
11,9
6,5
1,1
1,1
13,7
6,3
13,7
10,8
2,2
4,2
8,4
4,1
10,5
10,9
7,7
2,2
8,5
3,3
3,3
4,1
13,7
15,7
1,1
1,1
3,3
10,6
7,6
1,1
1,1
11,6
6,5
5,5
13,8
4,3
5,5
7,6
15,9
9,8
2,2
10,7
11,5
3,3
5,2
5,4
11,7
11,10
10,8
2,2
12,7
1,1
1,1
5,5
11,8
1,1
1,1
10,7
26,12
20,14
4,4
1,1
10,5
3,3
3,3
5,5
6,4
9,7
7,4
1,1
9,5
2,2
1,1
13,4
4,4
4,1
14,10
5,3
11,7
11,9
7,3
10,9
11,5
1,1
2,2
3,3
5,3
1,1
1,1
8,7
11,8
8,6
13,12
7,5
5,5
5,5
1,1
8,1
11,9
1,1
1,1
3,1
22,13
3,3
1,1
3,3
20,18
1,1
9,9
4,4
6,3
3,3
12,8
7,5
1,1
10,5
8,5
3,2
4,3
3,1
10,10
10,8
8,4
9,9
1,1
5,5
6,6
14,2
1,1
3,1
2,2
2,1
11,8
14,11
3,2
9,3
2,1
13,9
1,1
14,12
5,5
1,1
10,6
7,6
1,1
2,2
2,2
12,6
10,8
6,6
3,1
3,3
10,8
4,4
1,1
9,8
7,4
1,1
3,3
10,5
10,9
8,5
2,2
6,6
11,7
12,10
5,5
6,6
5,4
1,1
4,4
27,17
14,12
10,7
20,5
3,3
25,11
1,1
1,1
3,3
7,7
5,5
8,4
12,5
8,6
1,1
12,5
7,5
13,11
8,6
9,5
5,4
2,1
8,6
5,3
12,5
1,1
10,8
3,3
18,9
1,1
3,3
12,10
1,1
10,7
7,6
1,1
9,5
8,4
6,5
2,2
5,5
3,2
4,2
1,1
1,1
1,1
1,1
3,3
9,6
1,1
9,7
2,2
6,5
1,1
1,1
8,5
12,10
9,7
3,3
3,3
3,3
4,4
1,1
5,5
3,2
5,4
2,2
6,6
18,12
1,1
12,9
10,8
3,3
10,9
5,4
21,13
19,15
2,2
20,17
1,1
10,3
16,12
4,1
4,4
7,6
12,2
1,1
7,6
17,10
12,5
1,1
1,1
4,4
3,3
8,7
4,2
2,2
18,16
12,10
9,9
1,1
1,1
10,7
12,4
5,3
1,1
2,2
6,3
20,17
5,2
1,1
11,6
7,6
12,9
8,8
12,7
1,1
9,4
1,1
3,3
10,6
3,2
1,1
1,1
13,8
1,1
17,13
1,1
1,1
8,6
1,1
1,1
8,2
9,7
2,2
7,5
8,7
1,1
1,1
17,12
14,12
1,1
10,8
6,5
1,1
12,11
2,2
12,9
30,7
10,5
1,1
2,1
13,12
4,4
4,3
1,1
3,3
15,14
5,2
9,3
11,8
6,5
20,6
6,3
6,5
1,1
10,6
1,1
3,2
13,7
1,1
2,1
3,3
3,3
1,1
10,6
14,12
9,6
2,1
5,5
9,6
19,3
8,6
9,6
6,5
17,13
4,4
11,7
7,5
1,1
9,8
2,2
1,1
2,1
14,4
2,2
1,1
13,8
3,3
1,1
4,4
14,6
1,1
3,3
17,12
13,7
6,4
1,1
12,7
2,2
10,8
11,8
5,5
4,4
10,7
18,10
2,2
15,7
3,2
7,5
7,2
9,4
4,2
10,9
8,3
3,3
1,1
5,4
8,4
1,1
2,2
10,7
21,7
17,13
14,12
1,1
15,12
4,1
17,14
14,9
3,2
4,1
2,2
1,1
20,14
14,8
1,1
6,4
5,5
14,11
3,1
2,2
7,7
7,7
12,9
12,11
10,6
12,7
6,5
9,9
1,1
10,9
1,1
3,2
1,1
7,4
5,5
1,1
6,5
11,11
4,4
13,7
2,1
21,9
9,9
11,2
6,6
1,1
1,1
1,1
9,7
2,2
1,1
5,5
1,1
15,10
13,8
27,24
1,1
7,5
2,2
8,8
1,1
11,8
2,2
8,8
1,1
1,1
15,11
4,2
3,3
3,3
1,1
11,5
1,1
9,8
4,1
1,1
1,1
11,10
5,4
10,7
13,10
1,1
1,1
10,9
10,7
6,4
1,1
2,2
10,8
6,3
3,2
1,1
20,7
1,1
8,5
2,2
10,8
15,10
3,3
2,2
9,7
12,11
4,2
17,13
10,4
8,6
19,12
12,8
5,3
1,1
20,10
11,6
1,1
1,1
13,7
4,1
1,1
1,1
1,1
8,7
2,2
1,1
16,15
3,2
1,1
1,1
1,1
10,6
2,2
6,5
8,5
1,1
1,1
7,4
1,1
11,9
1,1
13,9
1,1
14,4
9,6
13,5
12,6
2,2
17,14
14,8
13,13
3,2
5,4
8,5
3,2
2,2
1,1
1,1
1,1
1,1
16,6
2,2
3,2
1,1
1,1
1,1
2,2
1,1
10,6
11,9
9,4
10,9
24,4
11,11
3,3
1,1
8,8
8,5
12,10
10,8
1,1
1,1
2,2
10,9
15,5
3,3
7,5
4,2
5,4
6,4
2,2
6,3
6,6
1,1
8,6
24,6
26,4
2,2
7,7
1,1
1,1
3,3
1,1
1,1
4,3
2,2
13,10
13,9
8,7
8,4
1,1
8,7
1,1
4,4
5,5
2,2
7,5
8,6
1,1
1,1
9,8
3,3
2,2
12,10
16,13
1,1
7,5
2,2
17,14
5,4
1,1
13,7
10,4
18,12
4,4
1,1
8,4
9,6
15,9
1,1
10,7
1,1
12,7
3,1
11,9
2,2
1,1
6,4
2,2
13,4
1,1
9,7
17,8
9,5
6,6
7,5
1,1
13,10
15,12
8,5
19,19
2,2
1,1
12,9
7,7
12,6
13,6
4,3
1,1
1,1
6,4
2,2
8,7
2,2
4,4
14,8
5,3
3,3
1,1
3,3
9,7
1,1
8,5
1,1
23,17
20,15
10,4
1,1
2,2
1,1
1,1
3,1
13,13
5,3
9,9
8,1
1,1
5,3
24,14
5,4
8,4
7,7
1,1
8,4
15,11
32,5
7,4
5,5
1,1
2,1
14,10
12,10
5,5
16,4
4,2
1,1
2,2
3,3
11,8
10,6
19,11
12,8
8,5
1,1
5,2
1,1
2,2
11,8
1,1
5,5
12,11
4,4
4,4
10,5
1,1
11,8
16,12
3,3
2,2
1,1
8,6
9,8
1,1
2,2
1,1
1,1
7,6
3,2
19,18
1,1
1,1
4,1
12,8
12,10
20,13
13,9
6,4
6,5
4,2
8,8
2,2
7,6
1,1
2,1
3,2
8,8
12,7
1,1
3,3
